delivery_date,delay_days,supplier_rating,transportation_cost,delivery_date_year,delivery_date_month,delivery_date_day,delivery_date_quarter,expected_date_year,expected_date_month,expected_date_day,expected_date_quarter,year,month,day,weekday,week,quarter,is_weekend,delay_days_rolling_mean_3,delay_days_rolling_mean_7,delay_days_rolling_std_3,delay_days_rolling_std_7,supplier_rating_rolling_mean_3,supplier_rating_rolling_mean_7,supplier_rating_rolling_std_3,supplier_rating_rolling_std_7,transportation_cost_rolling_mean_3,transportation_cost_rolling_mean_7,transportation_cost_rolling_std_3,transportation_cost_rolling_std_7,delivery_date_year_rolling_mean_3,delivery_date_year_rolling_mean_7,delivery_date_year_rolling_std_3,delivery_date_year_rolling_std_7,delivery_date_month_rolling_mean_3,delivery_date_month_rolling_mean_7,delivery_date_month_rolling_std_3,delivery_date_month_rolling_std_7,delivery_date_day_rolling_mean_3,delivery_date_day_rolling_mean_7,delivery_date_day_rolling_std_3,delivery_date_day_rolling_std_7,delivery_date_quarter_rolling_mean_3,delivery_date_quarter_rolling_mean_7,delivery_date_quarter_rolling_std_3,delivery_date_quarter_rolling_std_7,expected_date_year_rolling_mean_3,expected_date_year_rolling_mean_7,expected_date_year_rolling_std_3,expected_date_year_rolling_std_7,expected_date_month_rolling_mean_3,expected_date_month_rolling_mean_7,expected_date_month_rolling_std_3,expected_date_month_rolling_std_7,expected_date_day_rolling_mean_3,expected_date_day_rolling_mean_7,expected_date_day_rolling_std_3,expected_date_day_rolling_std_7,expected_date_quarter_rolling_mean_3,expected_date_quarter_rolling_mean_7,expected_date_quarter_rolling_std_3,expected_date_quarter_rolling_std_7,year_rolling_mean_3,year_rolling_mean_7,year_rolling_std_3,year_rolling_std_7,month_rolling_mean_3,month_rolling_mean_7,month_rolling_std_3,month_rolling_std_7,day_rolling_mean_3,day_rolling_mean_7,day_rolling_std_3,day_rolling_std_7,week_rolling_mean_3,week_rolling_mean_7,week_rolling_std_3,week_rolling_std_7,quarter_rolling_mean_3,quarter_rolling_mean_7,quarter_rolling_std_3,quarter_rolling_std_7
2024-01-07,3.0588235294117645,4.235294117647059,2960.705882352941,2024.0,4.588235294117647,1.0,1.8823529411764703,2024.0,3.941176470588236,17.705882352941178,1.7058823529411764,2024,7,1,Monday,27,3,False,3.0588235294117645,3.0588235294117645,0.5476611344484045,0.5476611344484045,4.235294117647059,4.235294117647059,0.45511333514604746,0.45511333514604746,2960.705882352941,2960.705882352941,211.8686024178749,211.8686024178749,2024.0,2024.0,0.0,0.0,4.588235294117647,4.588235294117647,1.3587542069859146,1.3587542069859146,1.0,1.0,0.7071067811865476,0.7071067811865476,1.8823529411764703,1.8823529411764703,0.6239177481057769,0.6239177481057769,2024.0,2024.0,0.0,0.0,3.941176470588236,3.941176470588236,1.37261904583271,1.37261904583271,17.705882352941178,17.705882352941178,0.32582371289968376,0.32582371289968376,1.7058823529411764,1.7058823529411764,0.4991341984846218,0.4991341984846218,2024.0,2024.0,0.0,0.0,7.0,7.0,2.1213203435596424,2.1213203435596424,1.0,1.0,0.7071067811865476,0.7071067811865476,27.0,27.0,9.192388155425117,9.192388155425117,3.0,3.0,0.7071067811865476,0.7071067811865476
2024-02-04,3.8333333333333335,3.591666666666667,3260.333333333333,2024.0,2.6666666666666665,2.0,1.0,2024.0,2.0,18.166666666666668,1.0,2024,4,2,Tuesday,14,2,False,3.446078431372549,3.446078431372549,0.5476611344484045,0.5476611344484045,3.913480392156863,3.913480392156863,0.45511333514604746,0.45511333514604746,3110.5196078431372,3110.5196078431372,211.8686024178749,211.8686024178749,2024.0,2024.0,0.0,0.0,3.6274509803921564,3.6274509803921564,1.3587542069859146,1.3587542069859146,1.5,1.5,0.7071067811865476,0.7071067811865476,1.441176470588235,1.441176470588235,0.6239177481057769,0.6239177481057769,2024.0,2024.0,0.0,0.0,2.9705882352941178,2.9705882352941178,1.37261904583271,1.37261904583271,17.936274509803923,17.936274509803923,0.32582371289968376,0.32582371289968376,1.3529411764705883,1.3529411764705883,0.4991341984846218,0.4991341984846218,2024.0,2024.0,0.0,0.0,5.5,5.5,2.1213203435596424,2.1213203435596424,1.5,1.5,0.7071067811865476,0.7071067811865476,20.5,20.5,9.192388155425117,9.192388155425117,2.5,2.5,0.7071067811865476,0.7071067811865476
2024-02-11,3.2,3.979333333333333,2428.4666666666667,2024.0,9.466666666666669,2.0,3.6,2024.0,8.933333333333334,15.666666666666666,3.4,2024,11,2,Saturday,44,4,True,3.3640522875816994,3.3640522875816994,0.4124939076983418,0.4124939076983418,3.93543137254902,3.93543137254902,0.324051863957623,0.324051863957623,2883.16862745098,2883.16862745098,421.31883081708605,421.31883081708605,2024.0,2024.0,0.0,0.0,5.573856209150327,5.573856209150327,3.5055080146980693,3.5055080146980693,1.6666666666666667,1.6666666666666667,0.5773502691896257,0.5773502691896257,2.16078431372549,2.16078431372549,1.3221735974956725,1.3221735974956725,2024.0,2024.0,0.0,0.0,4.958169934640523,4.958169934640523,3.576798087287229,3.576798087287229,17.179738562091504,17.179738562091504,1.3304587428730181,1.3304587428730181,2.0352941176470587,2.0352941176470587,1.2334439926664618,1.2334439926664618,2024.0,2024.0,0.0,0.0,7.333333333333333,7.333333333333333,3.5118845842842465,3.5118845842842465,1.6666666666666667,1.6666666666666667,0.5773502691896257,0.5773502691896257,28.333333333333332,28.333333333333332,15.044378795195678,15.044378795195678,3.0,3.0,1.0,1.0
2024-03-03,1.6666666666666667,3.9266666666666654,3172.333333333333,2024.0,1.6666666666666667,3.0,1.0,2024.0,1.5,6.5,1.0,2024,3,3,Sunday,9,1,True,2.9000000000000004,2.9397058823529414,1.1140516644712268,0.9130792056448936,3.832555555555555,3.933240196078431,0.2102713414544094,0.26462352888630464,2953.711111111111,2955.4598039215684,456.99813436688635,373.15380419168247,2024.0,2024.0,0.0,0.0,4.6000000000000005,4.597058823529412,4.244211744639203,3.4653893707583596,2.3333333333333335,2.0,0.5773502691896257,0.816496580927726,1.866666666666667,1.8705882352941177,1.501110699893027,1.2256768485307297,2024.0,2024.0,0.0,0.0,4.144444444444445,4.093627450980392,4.154827624895237,3.3939246498747284,13.444444444444443,14.509803921568627,6.142595663193329,5.44924620930708,1.7999999999999998,1.776470588235294,1.3856406460551018,1.132349121460326,2024.0,2024.0,0.0,0.0,6.0,6.25,4.358898943540674,3.593976442141304,2.3333333333333335,2.0,0.5773502691896257,0.816496580927726,22.333333333333332,23.5,18.929694486000912,15.631165450257807,2.3333333333333335,2.5,1.5275252316519468,1.2909944487358056
2024-03-10,2.090909090909091,3.879090909090909,2257.681818181818,2024.0,6.181818181818182,3.0,2.409090909090909,2024.0,5.818181818181818,11.954545454545457,2.1818181818181817,2024,10,3,Thursday,40,4,False,2.319191919191919,2.769946524064171,0.7917465282805998,0.8771410522081996,3.928363636363636,3.922410338680927,0.05014275305678618,0.23044660571688202,2619.493939393939,2815.904206773618,486.3285029035983,449.23450965353055,2024.0,2024.0,0.0,0.0,5.771717171717172,4.914010695187166,3.916138037514051,3.0836642266888483,2.6666666666666665,2.2,0.5773502691896257,0.8366600265340756,2.3363636363636364,1.9782887700534757,1.3015248526819458,1.0884437646040446,2024.0,2024.0,0.0,0.0,5.417171717171716,4.438538324420678,3.732856538489687,3.0387268633191065,11.373737373737375,13.998752228163994,4.610851110640358,4.855572299316982,2.193939393939394,1.8575401069518716,1.20004591280395,0.9972573559411165,2024.0,2024.0,0.0,0.0,8.0,7.0,4.358898943540674,3.5355339059327378,2.6666666666666665,2.2,0.5773502691896257,0.8366600265340756,31.0,26.8,19.157244060668017,15.417522498767433,3.0,2.8,1.7320508075688772,1.3038404810405297
2024-04-07,2.4814814814814814,4.091851851851852,2918.296296296296,2024.0,3.851851851851852,4.0,1.7407407407407407,2024.0,3.6296296296296298,8.407407407407407,1.5555555555555556,2024,7,4,Thursday,27,3,False,2.0796857463524128,2.7218690169670565,0.4075233345560751,0.793328318230961,3.965869809203142,3.9506505908760814,0.11166677876469265,0.21741568833325062,2782.7704826038157,2832.9695550273977,472.1464636900262,403.9760789911391,2024.0,2024.0,0.0,0.0,3.900112233445567,4.736984221297948,2.2579625992291006,2.791991813224804,3.3333333333333335,2.5,0.5773502691896257,1.0488088481701516,1.7166105499438833,1.9386974318346868,0.7048553022440712,0.9783520365063217,2024.0,2024.0,0.0,0.0,3.649270482603816,4.3037202086221695,2.1591579090117916,2.737908746830416,8.953984287317622,13.066861424704562,2.768045563780501,4.906300918263077,1.579124579124579,1.807209348385819,0.5912615139453998,0.9004537182609327,2024.0,2024.0,0.0,0.0,6.666666666666667,7.0,3.5118845842842465,3.1622776601683795,3.3333333333333335,2.5,0.5773502691896257,1.0488088481701516,25.333333333333332,26.833333333333332,15.56705923844749,13.790093062291735,2.6666666666666665,2.8333333333333335,1.5275252316519468,1.1690451944500122
2024-05-05,3.076923076923077,3.813846153846154,2659.846153846154,2024.0,2.3846153846153846,5.0,1.0769230769230769,2024.0,2.076923076923077,11.23076923076923,1.0769230769230769,2024,5,5,Sunday,18,2,True,2.549771216437883,2.772591025532202,0.4965415502041178,0.7365350673883875,3.9282629715963044,3.931107099871806,0.14537954061416222,0.20509742618803622,2611.941422774756,2808.237640572934,332.9024175608868,374.5382492424855,2024.0,2024.0,0.0,0.0,4.139428472761806,4.400931530343295,1.914866184735027,2.6993582784210606,4.0,2.857142857142857,0.9999999999999999,1.3451854182690985,1.742251575584909,1.8155868097044567,0.6660852011808477,0.9506510925408448,2024.0,2024.0,0.0,0.0,3.841578174911508,3.9856063326651565,1.8796132266098158,2.6372641104327874,10.530907364240699,12.804562539856658,1.874273740820477,4.532265311306416,1.6047656047656045,1.7028827381768556,0.5540889097543218,0.8671038231523758,2024.0,2024.0,0.0,0.0,7.333333333333333,6.714285714285714,2.516611478423583,2.984084768360628,4.0,2.857142857142857,0.9999999999999999,1.3451854182690985,28.333333333333332,25.571428571428573,11.06044001535804,13.023787760058424,3.0,2.7142857142857144,1.0000000000000002,1.1126972805283737
2024-05-12,3.6666666666666665,4.2,2738.133333333333,2024.0,9.2,5.0,3.466666666666667,2024.0,8.6,19.4,3.2666666666666666,2024,12,5,Thursday,49,4,False,3.0750237416904085,2.859425759425759,0.5925948754430422,0.808245398138996,4.035232668566002,3.926065083065083,0.1992059164829689,0.19663223786031622,2772.091927825261,2776.441562141562,132.52927464535918,368.8415458772048,2024.0,2024.0,0.0,0.0,5.145489078822412,5.0597550597550605,3.5871283528971167,3.257730474524275,4.666666666666667,3.4285714285714284,0.5773502691896256,1.2724180205607034,2.0947768281101613,2.0419173419173418,1.23358208869537,1.1391117451452286,2024.0,2024.0,0.0,0.0,4.768850902184235,4.651152551152551,3.407492034763306,3.1601942042369453,13.01272554605888,13.046579346579348,5.708835188449644,4.87024002744906,1.9663817663817664,1.925851925851926,1.151228855976149,1.0494934180752575,2024.0,2024.0,0.0,0.0,8.0,7.428571428571429,3.605551275463989,3.59894164336975,4.666666666666667,3.4285714285714284,0.5773502691896256,1.2724180205607034,31.333333333333332,28.714285714285715,15.947831618540913,15.787276371752514,3.0,2.857142857142857,1.0000000000000002,1.2149857925879117
2024-06-02,2.2857142857142856,4.038571428571428,2742.285714285714,2024.0,1.4285714285714286,6.0,1.0,2024.0,1.4285714285714286,4.428571428571429,1.0,2024,2,6,Tuesday,6,1,False,3.0097680097680097,2.63833732405161,0.6929211512848799,0.7021457541514572,4.017472527472528,3.989908620480049,0.1939396064385456,0.1318388016971023,2713.4217338217336,2702.4347594204737,46.44424231466331,301.3693314310457,2024.0,2024.0,0.0,0.0,4.337728937728938,4.88288431145574,4.237896285153869,3.4379375295584507,5.333333333333333,4.0,0.5773502691896258,1.414213562373095,1.8478632478632477,2.0419173419173418,1.4024523776185973,1.1391117451452286,2024.0,2024.0,0.0,0.0,4.035164835164835,4.569519898091326,3.9665324940767643,3.2462988274538516,11.686446886446886,11.083994312565741,7.496108988119092,5.218684600375702,1.7811965811965813,1.925851925851926,1.287029650420186,1.0494934180752575,2024.0,2024.0,0.0,0.0,6.333333333333333,7.142857142857143,5.131601439446884,3.9761191895520196,5.333333333333333,4.0,0.5773502691896258,1.414213562373095,24.333333333333332,27.571428571428573,22.18858565419016,17.251638983558856,2.3333333333333335,2.7142857142857144,1.5275252316519468,1.3801311186847085
2024-06-09,3.555555555555556,3.758888888888889,2247.1666666666665,2024.0,6.611111111111111,6.0,2.4444444444444446,2024.0,6.388888888888889,9.5,2.2777777777777777,2024,9,6,Friday,36,3,False,3.1693121693121693,2.6891309748452605,0.7672322560197015,0.760023718748369,3.999153439153439,3.9584165569879852,0.22318173425201565,0.15843234467897563,2575.8619047619045,2676.534759420473,284.665997665259,334.7774619045969,2024.0,2024.0,0.0,0.0,5.746560846560847,4.474947803519233,3.957191034073857,2.936191086323423,5.666666666666667,4.571428571428571,0.5773502691896258,1.2724180205607034,2.303703703703704,1.876837976837977,1.2393413888793117,0.9424349251621876,2024.0,2024.0,0.0,0.0,5.472486772486772,4.206027834599263,3.672491193724665,2.78606912238655,11.10952380952381,10.20304193161336,7.614383989359543,4.821542390560844,2.1814814814814816,1.7655344655344654,1.1363974555386565,0.854346343865736,2024.0,2024.0,0.0,0.0,7.666666666666667,6.857142857142857,5.131601439446884,3.7161167647860327,5.666666666666667,4.571428571428571,0.5773502691896258,1.2724180205607034,30.333333333333332,26.428571428571427,22.052966542697455,16.215806515631005,2.6666666666666665,2.5714285714285716,1.5275252316519468,1.2724180205607036
