date,opening_stock,received_stock,closing_stock,reorder_level,lead_time_days,date_year,date_month,date_day,date_quarter,year,month,day,weekday,week,quarter,is_weekend,opening_stock_rolling_mean_3,opening_stock_rolling_mean_7,opening_stock_rolling_std_3,opening_stock_rolling_std_7,received_stock_rolling_mean_3,received_stock_rolling_mean_7,received_stock_rolling_std_3,received_stock_rolling_std_7,closing_stock_rolling_mean_3,closing_stock_rolling_mean_7,closing_stock_rolling_std_3,closing_stock_rolling_std_7,reorder_level_rolling_mean_3,reorder_level_rolling_mean_7,reorder_level_rolling_std_3,reorder_level_rolling_std_7,lead_time_days_rolling_mean_3,lead_time_days_rolling_mean_7,lead_time_days_rolling_std_3,lead_time_days_rolling_std_7,date_year_rolling_mean_3,date_year_rolling_mean_7,date_year_rolling_std_3,date_year_rolling_std_7,date_month_rolling_mean_3,date_month_rolling_mean_7,date_month_rolling_std_3,date_month_rolling_std_7,date_day_rolling_mean_3,date_day_rolling_mean_7,date_day_rolling_std_3,date_day_rolling_std_7,date_quarter_rolling_mean_3,date_quarter_rolling_mean_7,date_quarter_rolling_std_3,date_quarter_rolling_std_7,year_rolling_mean_3,year_rolling_mean_7,year_rolling_std_3,year_rolling_std_7,month_rolling_mean_3,month_rolling_mean_7,month_rolling_std_3,month_rolling_std_7,day_rolling_mean_3,day_rolling_mean_7,day_rolling_std_3,day_rolling_std_7,week_rolling_mean_3,week_rolling_mean_7,week_rolling_std_3,week_rolling_std_7,quarter_rolling_mean_3,quarter_rolling_mean_7,quarter_rolling_std_3,quarter_rolling_std_7
2024-01-07,583.9782608695652,130.1086956521739,525.804347826087,150.0,6.434782608695652,2024.0,3.9130434782608696,1.0,1.6956521739130437,2024,7,1,Monday,27,3,False,583.9782608695652,583.9782608695652,26.970282385378667,26.970282385378667,130.1086956521739,130.1086956521739,19.835267525475512,19.835267525475512,525.804347826087,525.804347826087,39.57276985250873,39.57276985250873,150.0,150.0,0.0,0.0,6.434782608695652,6.434782608695652,0.17339488025617916,0.17339488025617916,2024.0,2024.0,0.0,0.0,3.9130434782608696,3.9130434782608696,0.9567462187184939,0.9567462187184939,1.0,1.0,0.7071067811865476,0.7071067811865476,1.6956521739130437,1.6956521739130437,0.29391047078884336,0.29391047078884336,2024.0,2024.0,0.0,0.0,7.0,7.0,2.1213203435596424,2.1213203435596424,1.0,1.0,0.7071067811865476,0.7071067811865476,27.0,27.0,9.192388155425117,9.192388155425117,3.0,3.0,0.7071067811865476,0.7071067811865476
2024-02-04,622.12,158.16,469.84,150.0,6.68,2024.0,2.56,2.0,1.28,2024,4,2,Tuesday,14,2,False,603.0491304347827,603.0491304347827,26.970282385378667,26.970282385378667,144.13434782608695,144.13434782608695,19.835267525475512,19.835267525475512,497.82217391304346,497.82217391304346,39.57276985250873,39.57276985250873,150.0,150.0,0.0,0.0,6.557391304347826,6.557391304347826,0.17339488025617916,0.17339488025617916,2024.0,2024.0,0.0,0.0,3.236521739130435,3.236521739130435,0.9567462187184939,0.9567462187184939,1.5,1.5,0.7071067811865476,0.7071067811865476,1.4878260869565219,1.4878260869565219,0.29391047078884336,0.29391047078884336,2024.0,2024.0,0.0,0.0,5.5,5.5,2.1213203435596424,2.1213203435596424,1.5,1.5,0.7071067811865476,0.7071067811865476,20.5,20.5,9.192388155425117,9.192388155425117,2.5,2.5,0.7071067811865476,0.7071067811865476
2024-02-11,659.1333333333333,171.06666666666666,618.3333333333334,150.0,6.377777777777778,2024.0,7.955555555555556,2.0,3.0,2024,11,2,Saturday,44,4,True,621.7438647342996,621.7438647342996,37.57894806353861,37.57894806353861,153.11178743961352,153.11178743961352,20.940443761944014,20.940443761944014,537.9925603864734,537.9925603864734,74.99321239401596,74.99321239401596,150.0,150.0,0.0,0.0,6.497520128824476,6.497520128824476,0.16058195796903982,0.16058195796903982,2024.0,2024.0,0.0,0.0,4.8095330112721415,4.8095330112721415,2.8072718162605277,2.8072718162605277,1.6666666666666667,1.6666666666666667,0.5773502691896257,0.5773502691896257,1.9918840579710146,1.9918840579710146,0.8974491611503136,0.8974491611503136,2024.0,2024.0,0.0,0.0,7.333333333333333,7.333333333333333,3.5118845842842465,3.5118845842842465,1.6666666666666667,1.6666666666666667,0.5773502691896257,0.5773502691896257,28.333333333333332,28.333333333333332,15.044378795195678,15.044378795195678,3.0,3.0,1.0,1.0
2024-03-03,572.7894736842105,145.78947368421052,612.7368421052631,150.0,5.7368421052631575,2024.0,2.0,3.0,1.0,2024,3,3,Sunday,9,1,True,618.014269005848,609.5052669717772,43.3181058568367,39.25028228109976,158.3387134502924,151.28120900076277,12.639544103371334,17.485389891217782,566.9700584795322,556.6786308161709,84.16362856777552,71.73561307001175,150.0,150.0,0.0,0.0,6.264873294346979,6.3073506229341465,0.4816090430890916,0.40230437154688725,2024.0,2024.0,0.0,0.0,4.171851851851852,4.107149758454106,3.2887247206274113,2.6883487439202214,2.3333333333333335,2.0,0.5773502691896257,0.816496580927726,1.7599999999999998,1.743913043478261,1.0829589096544705,0.8848173977421533,2024.0,2024.0,0.0,0.0,6.0,6.25,4.358898943540674,3.593976442141304,2.3333333333333335,2.0,0.5773502691896257,0.816496580927726,22.333333333333332,23.5,18.929694486000912,15.631165450257807,2.3333333333333335,2.5,1.5275252316519468,1.2909944487358056
2024-03-10,586.2142857142857,154.8095238095238,611.1190476190476,150.0,5.285714285714286,2024.0,7.0,3.0,2.7142857142857144,2024,10,3,Thursday,40,4,False,606.0456975772765,604.8470707202789,46.46266455054571,35.55182774411008,157.22188805346698,151.98687196251498,12.81010332519509,15.224780649121689,614.063074352548,567.5667141767462,3.7855843105329616,66.72518589881949,150.0,150.0,0.0,0.0,5.800111389585074,6.1030233554901745,0.5487740148990609,0.5745735519756413,2024.0,2024.0,0.0,0.0,5.651851851851852,4.685719806763285,3.198482150308741,2.663480942433323,2.6666666666666665,2.2,0.5773502691896257,0.8366600265340756,2.238095238095238,1.9379875776397515,1.081696827771481,0.8806253429015061,2024.0,2024.0,0.0,0.0,8.0,7.0,4.358898943540674,3.5355339059327378,2.6666666666666665,2.2,0.5773502691896257,0.8366600265340756,31.0,26.8,19.157244060668017,15.417522498767433,3.0,2.8,1.7320508075688772,1.3038404810405297
2024-04-07,535.3333333333334,128.88888888888889,563.5555555555555,150.0,6.377777777777778,2024.0,3.8,4.0,1.6666666666666667,2024,7,4,Thursday,27,3,False,564.7790309106099,593.2614478224547,26.369361461173778,42.62048700262631,143.16262879420773,148.1372081169106,13.15845979700173,16.563653793653614,595.8038150932888,566.8981877398811,27.939523925071946,59.7032822562239,150.0,150.0,0.0,0.0,5.800111389585074,6.148815759204775,0.5487740148990609,0.5260128123265532,2024.0,2024.0,0.0,0.0,4.266666666666667,4.538099838969404,2.5324559884296773,2.409575587922736,3.3333333333333335,2.5,0.5773502691896257,1.0488088481701516,1.7936507936507937,1.8927674258109042,0.8641687357978539,0.7954055370921554,2024.0,2024.0,0.0,0.0,6.666666666666667,7.0,3.5118845842842465,3.1622776601683795,3.3333333333333335,2.5,0.5773502691896257,1.0488088481701516,25.333333333333332,26.833333333333332,15.56705923844749,13.790093062291735,2.6666666666666665,2.8333333333333335,1.5275252316519468,1.1690451944500122
2024-05-05,579.2727272727273,156.27272727272728,613.7575757575758,150.0,5.757575757575758,2024.0,2.909090909090909,5.0,1.3636363636363635,2024,5,5,Sunday,18,2,True,566.9401154401154,591.2630591724936,27.591444593543766,39.26461291449233,146.65704665704666,149.29942513917015,15.40505806380788,15.4299739039903,596.1440596440597,573.5923860281232,28.25329019298985,57.306959686656505,150.0,150.0,0.0,0.0,5.807022607022607,6.0929243304006295,0.547708326451811,0.5024355961773842,2024.0,2024.0,0.0,0.0,4.569696969696969,4.305384277558191,2.1513273498915,2.284179171880982,4.0,2.857142857142857,0.9999999999999999,1.3451854182690985,1.9148629148629148,1.817177274071684,0.7087061805264565,0.7531414681034977,2024.0,2024.0,0.0,0.0,7.333333333333333,6.714285714285714,2.516611478423583,2.984084768360628,4.0,2.857142857142857,0.9999999999999999,1.3451854182690985,28.333333333333332,25.571428571428573,11.06044001535804,13.023787760058424,3.0,2.7142857142857144,1.0000000000000002,1.1126972805283737
2024-05-12,579.6444444444444,145.37777777777777,592.3777777777777,150.0,7.0,2024.0,9.066666666666666,5.0,3.2888888888888888,2024,12,5,Thursday,49,4,False,564.7501683501683,590.6439425403335,25.47640438169616,39.43243112803741,143.5131313131313,151.480722585685,13.786817289956197,13.180119991865109,589.8969696969697,583.1028760212218,25.19278695661462,53.44868906997836,150.0,150.0,0.0,0.0,6.378451178451179,6.173669672015537,0.6212123949521723,0.6020699968206207,2024.0,2024.0,0.0,0.0,5.2585858585858585,5.041616161616162,3.327843045085082,2.8875151922210938,4.666666666666667,3.4285714285714284,0.5773502691896256,1.2724180205607034,2.1063973063973065,2.0447825190682334,1.0352157254100445,0.9302213106059111,2024.0,2024.0,0.0,0.0,8.0,7.428571428571429,3.605551275463989,3.59894164336975,4.666666666666667,3.4285714285714284,0.5773502691896256,1.2724180205607034,31.333333333333332,28.714285714285715,15.947831618540913,15.787276371752514,3.0,2.857142857142857,1.0000000000000002,1.2149857925879117
2024-06-02,640.5384615384615,131.92307692307693,497.5384615384616,150.0,5.615384615384615,2024.0,1.4615384615384617,6.0,1.0,2024,2,6,Tuesday,6,1,False,599.8185444185443,593.2751513315424,35.2649724387191,42.38662871498958,144.52452732452733,147.73259071755314,12.197229000454849,14.6164444352938,567.8912716912718,587.0597990981449,61.858001606196865,43.8249613791757,150.0,150.0,0.0,0.0,6.124320124320124,6.021581759927623,0.7616862961432668,0.5871295085452055,2024.0,2024.0,0.0,0.0,4.479098679098679,4.884693084693084,4.03833964056055,3.069001670259885,5.333333333333333,4.0,0.5773502691896258,1.414213562373095,1.884175084175084,2.0047825190682333,1.2300298801674776,0.9735971387001303,2024.0,2024.0,0.0,0.0,6.333333333333333,7.142857142857143,5.131601439446884,3.9761191895520196,5.333333333333333,4.0,0.5773502691896258,1.414213562373095,24.333333333333332,27.571428571428573,22.18858565419016,17.251638983558856,2.3333333333333335,2.7142857142857144,1.5275252316519468,1.3801311186847085
2024-06-09,600.2790697674419,148.48837209302326,596.953488372093,150.0,5.976744186046512,2024.0,6.046511627906977,6.0,2.302325581395349,2024,9,6,Friday,36,3,False,606.8206585834492,584.8673993935578,30.96957567742709,31.614027612372738,141.929742264626,144.5071200641755,8.80448537348037,10.52860521086952,562.2899092294441,584.0055355322536,56.1230502148562,41.988718527913065,150.0,150.0,0.0,0.0,6.197376267143709,5.964291246823159,0.71819135836862,0.5657569771972227,2024.0,2024.0,0.0,0.0,5.524905585370701,4.61197252360043,3.829301294207196,2.825821945135404,5.666666666666667,4.571428571428571,0.5773502691896258,1.2724180205607034,2.197071490094746,1.9051147449818546,1.1480687715556896,0.886555761938486,2024.0,2024.0,0.0,0.0,7.666666666666667,6.857142857142857,5.131601439446884,3.7161167647860327,5.666666666666667,4.571428571428571,0.5773502691896258,1.2724180205607034,30.333333333333332,26.428571428571427,22.052966542697455,16.215806515631005,2.6666666666666665,2.5714285714285716,1.5275252316519468,1.2724180205607036
